Dt_name Cre_transcriptID	Cre_transcript_E_value	Cre_geneID	Cre_proteinID	Cre_protein_definition
Locus_6297_Transcript_3/3_Confidence_0.867_Length_884	CHLREDRAFT195767	4e-46	STE_fgenesh2_pg.C_scaffold_6000393	Cre07.g325600.t1.2	glutaredoxin 4
Locus_6300_Transcript_3/3_Confidence_0.556_Length_1432	CHLREDRAFT95266	2e-17	fgenesh1_est.C_scaffold_26000048	Cre06.g286800.t1.1	NA
Locus_6303_Transcript_1/1_Confidence_1.000_Length_922	CHLREDRAFT157545	4e-30	acegs_kg.scaffold_18000043	Cre12.g534250.t1.1	NA
Locus_6304_Transcript_2/2_Confidence_0.750_Length_659	CHLREDRAFT192175	1e-39	estExt_fgenesh2_pg.C_300181	Cre09.g416800.t1.1	NA
Locus_6308_Transcript_1/1_Confidence_1.000_Length_1763	CHLREDRAFT169865	2e-37	fgenesh2_pg.C_scaffold_11000304	Cre12.g488100.t1.1	Smg-4/UPF3 family protein
Locus_6309_Transcript_1/1_Confidence_1.000_Length_2158	CHLREDRAFT55056	0.0	estExt_GenewiseH_1.C_90210	Cre03.g168450.t1.1	TCP-1/cpn60 chaperonin family protein
Locus_6312_Transcript_1/1_Confidence_1.000_Length_924	CHLREDRAFT187409	4e-63	estExt_fgenesh2_pg.C_60116	Cre05.g247600.t1.1	ubiquitin E2 variant 1D-4
Locus_6315_Transcript_1/1_Confidence_1.000_Length_1811	CHLREDRAFT423228	7e-76	pasa_Sanger_mRNA24488	Cre04.g218150.t1.1	thylakoid-associated phosphatase 38
Locus_6322_Transcript_2/2_Confidence_0.750_Length_1134	CHLREDRAFT289753	1e-20	au.g7832_t1	Cre17.g739350.t1.2	NA
Locus_6325_Transcript_1/1_Confidence_1.000_Length_1514	CHLREDRAFT107835	6e-70	e_gwH.68.36.1	Cre17.g732100.t1.1	NA
Locus_6328_Transcript_1/1_Confidence_1.000_Length_1603	CHLREDRAFT114780	6e-75	e_gwW.11.72.1	Cre12.g507950.t1.2	nodulin MtN21 /EamA-like transporter family protein
Locus_6331_Transcript_1/1_Confidence_1.000_Length_1199	CHLREDRAFT414024	5e-11	pasa_Sanger_mRNA21155	Cre02.g131450.t1.2	trigalactosyldiacylglycerol2
Locus_6333_Transcript_1/1_Confidence_1.000_Length_2219	CHLREDRAFT171124	1e-40	fgenesh2_pg.C_scaffold_15000234	Cre83.g796350.t1.1	NA
Locus_6345_Transcript_1/1_Confidence_1.000_Length_2421	CHLREDRAFT128801	0.0	estExt_gwp_1H.C_160023	Cre07.g342200.t1.1	NA
Locus_6348_Transcript_1/1_Confidence_1.000_Length_901	CHLREDRAFT25877	2e-105	estExt_fgenesh1_kg.C_120094	Cre06.g296600.t1.1	lumazine-binding family protein
Locus_6351_Transcript_3/3_Confidence_0.600_Length_1434	CHLREDRAFT132532	8e-101	estExt_gwp_1H.C_600021	Cre17.g741050.t1.1	Protein of unknown function (DUF502)
Locus_6353_Transcript_1/2_Confidence_0.667_Length_1616	CHLREDRAFT343159	7e-85	estExt_fgenesh1_pg.C_chromosome_20892	Cre02.g137850.t1.1	LAG1 longevity assurance homolog 3
Locus_6355_Transcript_1/1_Confidence_1.000_Length_1303	CHLREDRAFT413700	3e-13	pasa_Sanger_mRNA11523	Cre13.g589050.t1.1	NA
Locus_6363_Transcript_3/3_Confidence_0.714_Length_1414	CHLREDRAFT392704	9e-31	pasa_Sanger_mRNA28888	Cre07.g314000.t1.2	NA
Locus_6365_Transcript_2/2_Confidence_0.800_Length_1392	CHLREDRAFT137112	4e-143	estExt_gwp_1W.C_190166	Cre03.g202400.t1.1	adenine nucleotide transporter 1
Locus_6367_Transcript_1/1_Confidence_1.000_Length_1349	CHLREDRAFT121974	4e-67	e_gwW.53.37.1	Cre01.g002250.t1.1	Acyl-CoA N-acyltransferases (NAT) superfamily protein
Locus_6375_Transcript_1/1_Confidence_1.000_Length_1879	CHLREDRAFT189375	3e-26	estExt_fgenesh2_pg.C_140331	Cre16.g668350.t1.1	NA
Locus_6379_Transcript_2/2_Confidence_1.000_Length_543	CHLREDRAFT146838	4e-50	Chlre2_kg.scaffold_1000662	Cre01.g047450.t1.2	Cysteine proteinases superfamily protein
Locus_6383_Transcript_1/1_Confidence_1.000_Length_1391	CHLREDRAFT79571	0.0	estExt_GenewiseW_1.C_190107	Cre03.g194400.t1.1	Transducin/WD40 repeat-like superfamily protein
Locus_6384_Transcript_1/1_Confidence_1.000_Length_946	CHLREDRAFT139781	5e-27	estExt_gwp_1W.C_510048	Cre05.g243050.t1.1	thioredoxin F-type 1
Locus_6387_Transcript_1/1_Confidence_1.000_Length_2070	CHLREDRAFT206418	0.0	FER_e_gwW.3.56.1	Cre06.g259200.t1.2	RAB GTPase homolog E1B
Locus_6388_Transcript_4/5_Confidence_0.471_Length_1224	CHLREDRAFT186597	6e-121	estExt_fgenesh2_pg.C_70298	Cre02.g087700.t1.1	stromal ascorbate peroxidase
Locus_6391_Transcript_1/1_Confidence_1.000_Length_883	CHLREDRAFT190144	1e-13	estExt_fgenesh2_pg.C_10765	Cre01.g051050.t1.1	calcium-dependent protein kinase 23
Locus_6394_Transcript_1/1_Confidence_1.000_Length_2701	CHLREDRAFT184728	1e-33	estExt_fgenesh2_kg.C_290023	Cre08.g367150.t1.2	NA
Locus_6398_Transcript_1/1_Confidence_1.000_Length_1766	CHLREDRAFT81427	0.0	estExt_GenewiseW_1.C_330002	Cre11.g479750.t1.1	chloroplast signal recognition particle 54 kDa subunit
Locus_6404_Transcript_1/1_Confidence_1.000_Length_1740	CHLREDRAFT397897	4e-69	pasa_Sanger_mRNA15943	Cre16.g690250.t1.1	Pseudouridine synthase family protein
Locus_6407_Transcript_6/6_Confidence_0.500_Length_1448	CHLREDRAFT288860	3e-74	au.g6996_t1	Cre17.g697350.t1.1	modifier of snc1,4
Locus_6410_Transcript_1/1_Confidence_1.000_Length_1078	CHLREDRAFT195766	5e-63	STE_estExt_GenewiseH_1.C_940006	Cre32.g781100.t1.1	thioredoxin family protein
Locus_6414_Transcript_1/1_Confidence_1.000_Length_689	CHLREDRAFT380537	1e-67	estExt_fgenesh1_pm.C_chromosome_120833	Cre12.g555900.t1.1	Cytidine/deoxycytidylate deaminase family protein
Locus_6420_Transcript_1/1_Confidence_1.000_Length_844	CHLREDRAFT195719	2e-94	PIE_e_gwW.42.8.1	Cre01.g072650.t1.1	alternative NAD(P)H dehydrogenase 2
Locus_6421_Transcript_2/2_Confidence_0.750_Length_623	CHLREDRAFT380953	5e-31	estExt_fgenesh1_pm.C_chromosome_140011	Cre14.g611150.t1.1	Small nuclear ribonucleoprotein family protein
Locus_6422_Transcript_1/1_Confidence_1.000_Length_1746	CHLREDRAFT114013	7e-81	e_gwW.2.194.1	Cre13.g567750.t1.1	splicing factor Prp18 family protein
Locus_6427_Transcript_1/1_Confidence_1.000_Length_2794	CHLREDRAFT343824	4e-148	estExt_fgenesh1_pg.C_chromosome_40073	Cre04.g216950.t1.1	3-ketoacyl-acyl carrier protein synthase III
Locus_6432_Transcript_1/1_Confidence_1.000_Length_1666	CHLREDRAFT195657	1e-86	SAN_Chlre2_kg.scaffold_32000040	Cre17.g721900.t1.1	Golgi transport complex protein-related
Locus_6433_Transcript_2/2_Confidence_0.923_Length_3913	CHLREDRAFT195422	0.0	OVA_estExt_gwp_1W.C_70322	Cre02.g090850.t1.2	casein lytic proteinase B3
Locus_6440_Transcript_1/2_Confidence_0.750_Length_2444	CHLREDRAFT206102	2e-102	OVA_OVA_Chlre2_kg.scaffold_3000200	Cre06.g264450.t1.1	Transmembrane amino acid transporter family protein
Locus_6441_Transcript_1/1_Confidence_1.000_Length_849	CHLREDRAFT115365	2e-84	e_gwW.13.81.1	Cre17.g711200.t1.1	Haloacid dehalogenase-like hydrolase (HAD) superfamily protein
Locus_6442_Transcript_4/4_Confidence_0.727_Length_1425	CHLREDRAFT304455	7e-86	kg.chromosome_3_#_1385_#_chlre3.19.95.1.1	Cre03.g195850.t1.1	methionine sulfoxide reductase B 1
Locus_6447_Transcript_1/1_Confidence_1.000_Length_989	CHLREDRAFT126867	0.0	estExt_gwp_1H.C_30331	Cre06.g268800.t1.1	NA
Locus_6449_Transcript_1/1_Confidence_1.000_Length_788	CHLREDRAFT174416	9e-27	fgenesh2_pg.C_scaffold_28000016	Cre01.g066450.t1.1	small ubiquitin-like modifier 2
Locus_6451_Transcript_2/4_Confidence_0.696_Length_1342	CHLREDRAFT6964	8e-95	fgenesh1_pg.C_scaffold_5000023	Cre02.g116450.t1.1	Aldolase-type TIM barrel family protein
Locus_6453_Transcript_3/3_Confidence_0.778_Length_2836	CHLREDRAFT153736	0.0	Chlre2_kg.scaffold_67000012	Cre16.g666200.t1.1	Protein kinase family protein
Locus_6461_Transcript_1/1_Confidence_1.000_Length_1734	CHLREDRAFT112295	3e-26	e_gwW.3.164.1	Cre06.g269550.t1.2	NA
Locus_6462_Transcript_1/2_Confidence_0.667_Length_1555	CHLREDRAFT343907	6e-131	estExt_fgenesh1_pg.C_chromosome_50005	Cre05.g230200.t1.1	Sucrose-6F-phosphate phosphohydrolase family protein
Locus_6466_Transcript_2/2_Confidence_0.600_Length_795	CHLREDRAFT177436	2e-21	fgenesh2_pg.C_scaffold_42000019	Cre01.g072400.t1.1	Translation elongation factor EF1B, gamma chain
Locus_6474_Transcript_1/1_Confidence_1.000_Length_676			Cre12.g506650.t1.1	Quinoprotein amine dehydrogenase, beta chain-like; RIC1-like guanyl-nucleotide exchange factor
Locus_6478_Transcript_1/2_Confidence_0.900_Length_3184	CHLREDRAFT404475	1e-65	pasa_Sanger_mRNA1956	Cre01.g014700.t1.1	NA
Locus_6479_Transcript_3/3_Confidence_0.600_Length_986	CHLREDRAFT395855	3e-39	pasa_Sanger_mRNA15038	Cre16.g649650.t1.1	Adenine nucleotide alpha hydrolases-like superfamily protein
Locus_6482_Transcript_1/2_Confidence_0.750_Length_1648	CHLREDRAFT196044	0.0	OVA_estExt_gwp_1W.C_240106	Cre02.g143250.t1.1	isocitrate dehydrogenase VI
Locus_6484_Transcript_1/1_Confidence_1.000_Length_867	CHLREDRAFT144725	3e-13	Chlre2_kg.scaffold_11000270	
Locus_6486_Transcript_3/3_Confidence_0.750_Length_1238	CHLREDRAFT193677	6e-163	estExt_fgenesh2_pg.C_450103	Cre01.g063600.t1.1	translation initiation factor 3 subunit H1
Locus_6491_Transcript_4/4_Confidence_0.738_Length_1427	CHLREDRAFT182390	1e-70	estExt_fgenesh2_kg.C_30157	Cre06.g252000.t1.1	NA
Locus_6493_Transcript_1/1_Confidence_1.000_Length_1730	CHLREDRAFT286861	0.0	au.g5136_t1	Cre13.g603900.t1.1	tRNA synthetase beta subunit family protein
Locus_6494_Transcript_2/2_Confidence_0.800_Length_1897	CHLREDRAFT378085	6e-169	estExt_fgenesh1_pm.C_chromosome_50025	Cre05.g234300.t1.1	26S proteasome, regulatory subunit Rpn7;Proteasome component (PCI) domain
Locus_6495_Transcript_1/2_Confidence_0.800_Length_2311	CHLREDRAFT183179	0.0	estExt_fgenesh2_kg.C_120083	Cre06.g298350.t1.1	ARM repeat superfamily protein
Locus_6496_Transcript_1/1_Confidence_1.000_Length_775	CHLREDRAFT297687	1e-29	au.g15263_t1	Cre09.g389400.t1.2	FAD/NAD(P)-binding oxidoreductase family protein
Locus_6497_Transcript_1/1_Confidence_1.000_Length_932	CHLREDRAFT195722	9e-47	SAN_Chlre2_kg.scaffold_34000058	Cre03.g158250.t1.1	SecY protein transport family protein
Locus_6499_Transcript_1/1_Confidence_1.000_Length_697	CHLREDRAFT391557	4e-10	pasa_Sanger_mRNA34810	Cre23.g766800.t1.1	Mediator complex, subunit Med7
Locus_6501_Transcript_1/1_Confidence_1.000_Length_618	CHLREDRAFT147470	1e-77	Chlre2_kg.scaffold_19000144	Cre03.g207150.t1.2	FAD/NAD(P)-binding oxidoreductase family protein
Locus_6506_Transcript_1/1_Confidence_1.000_Length_803			Cre08.g380150.t1.2	NA
Locus_6508_Transcript_3/3_Confidence_0.933_Length_888	CHLREDRAFT376968	7e-20	estExt_fgenesh1_pm.C_chromosome_20182	Cre02.g086850.t1.2	NA
Locus_6515_Transcript_2/2_Confidence_0.857_Length_1216	CHLREDRAFT327702	1e-42	pg.chromosome_7_#_212	Cre07.g327687.t1.1	NA
Locus_6517_Transcript_3/3_Confidence_0.778_Length_1208	CHLREDRAFT395864	8e-138	pasa_Sanger_mRNA14109	Cre16.g660450.t1.1	NA
Locus_6521_Transcript_2/2_Confidence_0.667_Length_1414	CHLREDRAFT421085	2e-35	pasa_Sanger_mRNA4662	Cre10.g425050.t1.2	transducin family protein / WD-40 repeat family protein
Locus_6522_Transcript_1/1_Confidence_1.000_Length_1129	CHLREDRAFT192824	6e-67	estExt_fgenesh2_pg.C_350068	Cre09.g405550.t1.1	NA
Locus_6523_Transcript_1/2_Confidence_0.800_Length_2578	CHLREDRAFT103091	0.0	e_gwH.22.18.1	Cre09.g397900.t1.1	Transmembrane CLPTM1 family protein
Locus_6529_Transcript_1/1_Confidence_1.000_Length_1582	CHLREDRAFT126287	2e-133	estExt_gwp_1H.C_70092	Cre02.g086650.t1.1	structural maintenance of chromosomes 2
Locus_6532_Transcript_1/1_Confidence_1.000_Length_1762	CHLREDRAFT403065	3e-23	pasa_Sanger_mRNA28693	Cre06.g304800.t1.1	Calcium-binding EF hand family protein
Locus_6536_Transcript_4/5_Confidence_0.538_Length_1025	CHLREDRAFT155568	1e-75	acegs_kg.scaffold_5000135	Cre02.g102500.t1.1	RAS associated with diabetes protein 51C
Locus_6541_Transcript_1/1_Confidence_1.000_Length_1224	CHLREDRAFT331637	5e-12	pg.chromosome_14_#_102	Cre14.g616050.t1.2	Pleckstrin homology (PH) domain superfamily protein
Locus_6542_Transcript_1/1_Confidence_1.000_Length_1074	CHLREDRAFT150612	4e-09	Chlre2_kg.scaffold_32000165	Cre17.g728600.t1.1	NA
Locus_6544_Transcript_3/3_Confidence_0.600_Length_1240	CHLREDRAFT190282	1e-54	estExt_fgenesh2_pg.C_180052	Cre12.g536800.t1.1	Uncharacterized conserved protein (DUF2358)
Locus_6551_Transcript_1/2_Confidence_0.750_Length_1237			Cre12.g511640.t1.2	NA
Locus_6570_Transcript_1/1_Confidence_1.000_Length_2015	CHLREDRAFT172656	5e-72	fgenesh2_pg.C_scaffold_19000055	Cre03.g194450.t1.2	NA
Locus_6575_Transcript_1/1_Confidence_1.000_Length_1131	CHLREDRAFT336065	1e-30	pm.chromosome_3_#_326	
Locus_6577_Transcript_1/1_Confidence_1.000_Length_255	CHLREDRAFT402204	7e-39	pasa_Sanger_mRNA27973	Cre06.g272100.t1.2	initiator tRNA phosphoribosyl transferase family protein
Locus_6578_Transcript_1/1_Confidence_1.000_Length_584	CHLREDRAFT195611	3e-30	STE_Chlre2_kg.scaffold_20000190	Cre12.g550400.t1.1	Glutaredoxin family protein
Locus_6581_Transcript_3/3_Confidence_0.667_Length_1479	CHLREDRAFT196317	7e-118	MHS_Chlre2_kg.scaffold_34000101	Cre03.g155200.t1.2	chorismate mutase 1
Locus_6582_Transcript_1/1_Confidence_1.000_Length_1948	CHLREDRAFT205753	8e-140	SKA_estExt_gwp_1W.C_130244	Cre17.g701700.t1.1	Plant stearoyl-acyl-carrier-protein desaturase family protein
Locus_6584_Transcript_2/3_Confidence_0.400_Length_1467	CHLREDRAFT195463	3e-114	SAN_chlre3.26.238.2.51	Cre06.g280900.t1.2	golgi snare 12
Locus_6590_Transcript_2/2_Confidence_0.667_Length_1802	CHLREDRAFT181144	1e-23	fgenesh2_pg.C_scaffold_449000002	Cre05.g242300.t1.1	Eukaryotic translation initiation factor 3 subunit 7 (eIF-3)
Locus_6593_Transcript_1/1_Confidence_1.000_Length_1259	CHLREDRAFT182641	4e-21	estExt_fgenesh2_kg.C_40132	Cre10.g465950.t1.1	NA
Locus_6598_Transcript_2/10_Confidence_0.485_Length_2658	CHLREDRAFT141571	9e-92	Chlre2_kg.scaffold_7000398	Cre02.g093950.t1.1	Amino acid kinase family protein
Locus_6599_Transcript_1/1_Confidence_1.000_Length_1016	CHLREDRAFT139713	4e-152	estExt_gwp_1W.C_540024	Cre17.g715750.t1.1	Transducin/WD40 repeat-like superfamily protein
Locus_6601_Transcript_1/2_Confidence_0.364_Length_896	CHLREDRAFT78868	2e-20	estExt_GenewiseW_1.C_160188	
Locus_6604_Transcript_1/1_Confidence_1.000_Length_1069	CHLREDRAFT422121	8e-67	pasa_Sanger_mRNA3562	Cre10.g428850.t1.1	NA
Locus_6608_Transcript_1/1_Confidence_1.000_Length_2082	CHLREDRAFT153079	4e-131	Chlre2_kg.scaffold_53000011	Cre01.g000450.t1.1	xyloglucanase 113
Locus_6611_Transcript_1/1_Confidence_1.000_Length_4720	CHLREDRAFT402089	0.0	pasa_Sanger_mRNA27640	Cre06.g258700.t1.2	methylcrotonyl-CoA carboxylase alpha chain, mitochondrial / 3-methylcrotonyl-CoA carboxylase 1 (MCCA)
Locus_6615_Transcript_1/1_Confidence_1.000_Length_1218	CHLREDRAFT193511	1e-101	estExt_fgenesh2_pg.C_440040	Cre13.g605150.t1.1	manganese superoxide dismutase 1
Locus_6617_Transcript_1/3_Confidence_0.182_Length_544			Cre02.g107350.t1.2	SPT2 chromatin protein
Locus_6619_Transcript_1/1_Confidence_1.000_Length_369	CHLREDRAFT130269	2e-61	estExt_gwp_1H.C_240167	Cre02.g146500.t1.2	yeast YAK1-related gene 1
Locus_6622_Transcript_3/4_Confidence_0.545_Length_1973	CHLREDRAFT425031	5e-50	pasa_Sanger_mRNA6657	Cre12.g493000.t1.1	K+ efflux antiporter 5
Locus_6623_Transcript_1/1_Confidence_1.000_Length_1068	CHLREDRAFT420868	2e-74	pasa_Sanger_mRNA4736	Cre10.g428450.t1.2	MUTM homolog-1
Locus_6627_Transcript_1/1_Confidence_1.000_Length_1272	CHLREDRAFT286834	4e-78	au.g5112_t1	Cre13.g602650.t1.1	Rhodanese/Cell cycle control phosphatase superfamily protein
Locus_6628_Transcript_1/1_Confidence_1.000_Length_789			Cre13.g602950.t1.2	NA
Locus_6631_Transcript_1/2_Confidence_0.667_Length_2163	CHLREDRAFT343624	0.0	estExt_fgenesh1_pg.C_chromosome_30632	Cre03.g194000.t1.1	Pre-mRNA splicing Prp18-interacting factor
Locus_6633_Transcript_1/1_Confidence_1.000_Length_572	CHLREDRAFT152164	1e-34	Chlre2_kg.scaffold_44000027	Cre13.g604300.t1.1	NA
Locus_6635_Transcript_1/1_Confidence_1.000_Length_3032	CHLREDRAFT330361	3e-83	pg.chromosome_12_#_515	Cre12.g522300.t1.2	RNI-like superfamily protein
Locus_6639_Transcript_1/1_Confidence_1.000_Length_2066	CHLREDRAFT115829	3e-129	e_gwW.15.37.1	Cre04.g226450.t1.2	Transducin/WD40 repeat-like superfamily protein
Locus_6642_Transcript_1/1_Confidence_1.000_Length_1148	CHLREDRAFT119971	4e-71	e_gwW.31.207.1	Cre12.g522050.t1.1	NA
Locus_6643_Transcript_4/4_Confidence_0.429_Length_858	CHLREDRAFT295199	5e-69	au.g12904_t1	Cre06.g275300.t1.1	NA
Locus_6645_Transcript_1/5_Confidence_0.500_Length_2530	CHLREDRAFT153844	1e-106	Chlre2_kg.scaffold_68000016	Cre17.g732050.t1.1	endonuclease III 2
Locus_6646_Transcript_1/1_Confidence_1.000_Length_1740	CHLREDRAFT170354	2e-18	fgenesh2_pg.C_scaffold_13000105	
Locus_6649_Transcript_1/1_Confidence_1.000_Length_1723	CHLREDRAFT346302	0.0	estExt_fgenesh1_pg.C_chromosome_120581	Cre12.g527400.t1.2	Cofactor-independent phosphoglycerate mutase
Locus_6652_Transcript_1/1_Confidence_1.000_Length_1605	CHLREDRAFT187168	3e-112	estExt_fgenesh2_pg.C_30299	Cre06.g262050.t1.1	Galactose mutarotase-like superfamily protein
Locus_6653_Transcript_1/1_Confidence_1.000_Length_4217	CHLREDRAFT195385	0.0	estExt_fgenesh2_pg.C_70a0033	Cre11.g475000.t1.2	NA
Locus_6654_Transcript_1/1_Confidence_1.000_Length_1401	CHLREDRAFT194082	2e-156	estExt_fgenesh2_pg.C_530031	Cre01.g001800.t1.2	NIMA-related kinase 2
Locus_6658_Transcript_2/2_Confidence_0.833_Length_2160	CHLREDRAFT127161	3e-137	estExt_gwp_1H.C_60222	Cre07.g317300.t1.2	Protein kinase superfamily protein
Locus_6661_Transcript_1/1_Confidence_1.000_Length_1261	CHLREDRAFT60751	3e-138	gwW.17.7.1	Cre14.g632950.t1.1	transcription regulators
Locus_6663_Transcript_1/1_Confidence_1.000_Length_1420	CHLREDRAFT195970	6e-43	SAN_156243	Cre02.g090600.t1.1	Transducin/WD40 repeat-like superfamily protein
Locus_6664_Transcript_1/1_Confidence_1.000_Length_1339	CHLREDRAFT346923	8e-17	estExt_fgenesh1_pg.C_chromosome_130564	Cre13.g603950.t1.1	peptidyl-prolyl cis-trans isomerases
Locus_6672_Transcript_1/1_Confidence_1.000_Length_972	CHLREDRAFT378382	2e-16	estExt_fgenesh1_pm.C_chromosome_60265	Cre06.g273550.t1.1	NA
Locus_6673_Transcript_1/1_Confidence_1.000_Length_1178	CHLREDRAFT416839	4e-07	pasa_Sanger_mRNA20184	Cre02.g088950.t1.1	NA
Locus_6679_Transcript_1/1_Confidence_1.000_Length_1864	CHLREDRAFT21582	2e-59	fgenesh1_pg.C_scaffold_79000070	Cre02.g117500.t1.1	hexokinase 3
Locus_6685_Transcript_1/1_Confidence_1.000_Length_1569	CHLREDRAFT104310	5e-66	e_gwH.25.81.1	Cre31.g779800.t1.1	NFU domain protein 3
Locus_6688_Transcript_1/1_Confidence_1.000_Length_1711	CHLREDRAFT191987	0.0	estExt_fgenesh2_pg.C_270119	Cre01.g060950.t1.1	oxidoreductases, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor;copper ion binding
Locus_6690_Transcript_1/1_Confidence_1.000_Length_1184	CHLREDRAFT184900	1e-77	estExt_fgenesh2_kg.C_310022	Cre12.g527750.t1.1	NA
Locus_6692_Transcript_3/3_Confidence_0.600_Length_1981	CHLREDRAFT196430	0.0	MHS_estExt_gwp_1W.C_200088	Cre12.g553250.t1.1	phosphofructokinase 5
Locus_6696_Transcript_4/4_Confidence_0.667_Length_1212	CHLREDRAFT184627	3e-33	estExt_fgenesh2_kg.C_270057	Cre01.g057750.t1.1	Thioredoxin superfamily protein
Locus_6701_Transcript_1/1_Confidence_1.000_Length_1783	CHLREDRAFT116267	0.0	e_gwW.1.91.1	Cre01.g048950.t1.1	uridine 5\'-monophosphate synthase / UMP synthase (PYRE-F) (UMPS)
Locus_6702_Transcript_3/4_Confidence_0.412_Length_1591	CHLREDRAFT127317	3e-115	estExt_gwp_1H.C_40197	Cre10.g450400.t1.1	NADH-ubiquinone oxidoreductase 24 kDa subunit, putative
Locus_6706_Transcript_1/1_Confidence_1.000_Length_482	CHLREDRAFT392941	5e-33	pasa_Sanger_mRNA29648	Cre07.g347900.t1.2	Transducin/WD40 repeat-like superfamily protein
Locus_6711_Transcript_1/2_Confidence_0.800_Length_5347	CHLREDRAFT406610	0.0	pasa_Sanger_mRNA390	Cre01.g015600.t1.2	ILITYHIA
Locus_6715_Transcript_1/1_Confidence_1.000_Length_703	CHLREDRAFT162495	7e-29	fgenesh2_kg.C_scaffold_1000003	Cre01.g010500.t1.1	NA
Locus_6717_Transcript_1/1_Confidence_1.000_Length_1484	CHLREDRAFT426326	4e-17	pasa_Sanger_mRNA9009	Cre12.g521050.t1.1	NA
Locus_6721_Transcript_2/3_Confidence_0.842_Length_4371	CHLREDRAFT144996	3e-80	Chlre2_kg.scaffold_12000190	Cre06.g300500.t1.2	NA
Locus_6725_Transcript_1/1_Confidence_1.000_Length_441	CHLREDRAFT195443	9e-45	SAN_fgenesh2_pg.C_scaffold_1000492	Cre01.g035850.t1.1	clone eighty-four
Locus_6728_Transcript_1/2_Confidence_0.667_Length_795	CHLREDRAFT152863	5e-07	Chlre2_kg.scaffold_52000031	Cre01.g008500.t1.1	ankyrin repeat family protein
Locus_6732_Transcript_1/1_Confidence_1.000_Length_1037	CHLREDRAFT173626	2e-57	fgenesh2_pg.C_scaffold_22000150	Cre09.g394800.t1.2	Mitochondrial substrate carrier family protein
Locus_6735_Transcript_1/1_Confidence_1.000_Length_2171	CHLREDRAFT286813	2e-33	au.g5091_t1	Cre13.g601800.t1.1	NA
Locus_6736_Transcript_1/1_Confidence_1.000_Length_649	CHLREDRAFT293570	2e-50	au.g11375_t1	Cre31.g780000.t1.2	NA
Locus_6748_Transcript_2/2_Confidence_0.750_Length_1032	CHLREDRAFT206100	5e-88	OVA_fgenesh2_pg.C_scaffold_1000590	Cre01.g041050.t1.2	amino acid transporter 1
Locus_6752_Transcript_1/1_Confidence_1.000_Length_1332	CHLREDRAFT401431	1e-43	pasa_Sanger_mRNA28342.1	
Locus_6755_Transcript_1/1_Confidence_1.000_Length_1437	CHLREDRAFT170375	1e-52	fgenesh2_pg.C_scaffold_13000126	Cre17.g705550.t1.1	THO complex,  subunit 5
Locus_6756_Transcript_1/1_Confidence_1.000_Length_974			Cre17.g725450.t1.2	DDB1-CUL4 associated factor 1
Locus_6760_Transcript_1/1_Confidence_1.000_Length_533			Cre14.g611551.t1.2	NA
Locus_6774_Transcript_3/5_Confidence_0.577_Length_1840	CHLREDRAFT148921	3e-09	Chlre2_kg.scaffold_23000071	Cre02.g130700.t1.1	Carbohydrate-binding-like fold
Locus_6775_Transcript_1/1_Confidence_1.000_Length_1547	CHLREDRAFT152357	2e-33	Chlre2_kg.scaffold_45000019	Cre16.g669400.t1.1	Putative methyltransferase family protein
Locus_6777_Transcript_2/2_Confidence_0.857_Length_1345	CHLREDRAFT195998	2e-49	HAN_159065	Cre17.g720400.t1.2	heavy metal atpase 1
Locus_6778_Transcript_1/1_Confidence_1.000_Length_370			Cre02.g135100.t1.2	nucleic acid binding
Locus_6781_Transcript_1/2_Confidence_0.600_Length_1645			Cre15.g640900.t1.1	NA
Locus_6788_Transcript_1/1_Confidence_1.000_Length_2017	CHLREDRAFT137826	0.0	estExt_gwp_1W.C_280016	Cre01.g065950.t1.1	NA
Locus_6798_Transcript_1/1_Confidence_1.000_Length_997	CHLREDRAFT376683	3e-40	estExt_fgenesh1_pm.C_chromosome_10626	Cre01.g052200.t1.1	NA
Locus_6800_Transcript_4/4_Confidence_0.889_Length_2495	CHLREDRAFT143022	2e-103	Chlre2_kg.scaffold_4000145	Cre10.g453400.t1.2	mechanosensitive channel of small conductance-like 10
Locus_6801_Transcript_1/1_Confidence_1.000_Length_3984	CHLREDRAFT344463	2e-17	estExt_fgenesh1_pg.C_chromosome_60683	Cre06.g298500.t1.2	NA
Locus_6804_Transcript_1/1_Confidence_1.000_Length_1072			Cre07.g331950.t1.1	NA
Locus_6806_Transcript_1/3_Confidence_0.667_Length_727	CHLREDRAFT193691	5e-40	estExt_fgenesh2_pg.C_450120	Cre01.g062900.t1.1	NA
